/2:28397
"it/1:21125
"may/2:36842
$10/1:10465
$25/1:20876
&amp/6:22329
92,347,000/1:18938
92,372/1:35273
92,552/1:15144
92,623/1:13489
92,641/1:19733
92,779,000/1:30944
92,800)/1:25541
92,852/1:34059
92,917/1:11916
92,986,000/1:36645
92-1/2/1:38343
92-octan/1:31146
92.0/2:18820
92.00/1:34645
92.2/3:24000
92.25/1:38334
92.29/1:34652
92.3/1:32395
92.30/1:26011
92.32/1:34648
92.4/2:29857
92.44/1:4089
92.5/2:32224
92.50/15:9365
92.6/2:26887
92.7/2:11575
92.8/2:9807
92.83/1:36101
92.93/1:34646
920/2:27899
920,000/6:8582
920.1/1:13667
921,000/4:15257
922,000/2:28029
922,036/2:3025
922.4/1:18176
923,000/1:40403
924/2:9675
924,000/1:32513
924.0/1:34783
925/1:12423
925,576/1:26820
926,924/1:10740
926,964/1:22655
927/1:22066
927.6/1:25397
928/4:4984
928,000/2:29890
928,835/1:23167
929/2:21310
929,000/3:10926
929,017/1:31855
929,847/1:29557
93/23:8709
93)/1:15430
93,000/7:8045
93,100/1:40200
93,300/1:38214
93,483/1:13491
93,551/1:18847
93,554/1:9792
93,666,000/1:36642
93,802/1:30481
93-nation/1:19162
93.0/2:32030
93.07/1:40406
93.1/2:23289
93.19/1:34649
93.2/3:12795
93.25/3:39637
93.29/2:21329
93.3/2:37581
93.36/1:21558
93.4/2:27357
93.42/1:34492
93.45/1:4094
93.5/2:33335
93.6/4:13964
93.7/2:28422
93.75/1:4097
93.8/1:32808
93.86/1:21557
93.9/1:15762
930/1:21631
930,000-dlr/1:23175
930.00/1:15767
931,000/2:23685
932,000/1:32844
933,000/4:18971
933,183/1:41064
934/1:34157
934,685/1:39247
935/1:42372
935,000/1:25772
936/1:25753
936,000/3:8642
936,333/1:29406
937,685/1:39255
9370/1:39629
938,000/1:33466
938,345/1:24199
939,435/1:30720
939.3/1:41181
94/28:3411
94,000/8:4571
94,100/1:2506
94,254/1:20402
94,263/1:27233
94,400/1:26618
94,600/1:4570
94,647,000/1:22326
94,700/1:29591
94,720/1:24246
94,900/1:25543
94,926/1:4138
94.0/1:21957
94.1/2:35385
94.3/2:23917
94.39/1:12865
94.4/6:5442
94.5/1:32225
94.57/1:22432
94.6/2:22342
94.65/1:4095
94.7/1:24665
94.8/4:2862
94.9/1:28484
94.90/1:41212
940/1:34148
940,000/3:22496
941/1:30089
941,000/3:15525
942/1:26172
942.89/1:4154
943,938/1:39354
944/2:28455
944,330/1:40610
944-mln/1:42029
945/1:37656
945,000/2:9184
946/1:21887
946,024/1:11912
947/1:24509
947,000/1:30302
947,800/1:39299
948,000/6:11939
949,000/1:37521
949,626/1:28197
949,650/1:34289
949.00/1:15753
95/50:3613
95,000/6:8044
95,050/1:36496
95,477/1:33998
95,563/1:15145
95,909/1:24520
95,988/1:32064
95.0/3:8030
95.00/2:11004
95.04/1:42360
95.1/1:36784
95.16/1:28683
95.3/1:14626
95.30/1:38947
95.5/1:19057
95.6/1:29942
95.7/4:3766
95.75/1:34644
95.8/2:19056
95.9/1:18819
95.92/1:39922
950/5:19566
950,000/8:12096
950.2/1:42558
950.6/1:41449
951,000/5:30251
951,902/1:34032
951.50/1:15775
951.8/1:26615
952,000/5:8684
952.6/1:31428
953/4:2603
953.2/1:12150
954/2:31794
954,000/1:39805
954,303/1:14919
955/2:35329
955,000/1:33371
955.75/2:12845
955.78/1:21462
956/1:30088
956,000/1:10977
956,228/1:36347
956,971/1:41094
957/2:28565
957,000/3:2304
958,000/1:16338
958.9/1:4648
959,626,000/1:38360
96/27:8005
96)/1:27625
96,000/11:10202
96,043/1:15153
96,327/1:39347
96,573/1:38502
96,700/1:13328
96,724/1:31003
96-24/32/1:15350
96-7/32/1:9405
96.0/2:11817
96.00/1:4090
96.03/1:38693
96.06/1:4104
96.08-12/1:7767
96.1/2:27016
96.11/1:36172
96.2/2:12079
96.20-22/1:7769
96.3/1:40077
96.4/1:6528
96.5/5:7393
96.50/1:25447
96.55/1:31527
96.6/2:26567
96.7/1:10360
96.8/1:30367
96.89/1:4100
96.9/1:13653
96.92/1:34491
96.93/1:39954
960/3:10967
960,000/4:5867
960,143/1:24635
960,788/1:27177
961,000/1:41790
961,826/1:8400
961.00/1:15774
962/2:28239
962,016/1:27812
962,192/1:25561
962,360/1:18676
962,400/1:20701
963,000/1:22993
964/3:26860
964,000/1:37048
964,936/1:27999
965/3:28698
965,000/1:33720
965,924/1:34249
965.04/1:24023
966/1:25755
966,000/1:11606
966,200/1:41384
966,266/1:19809
967,000/2:9064
968/2:23192
968,000/1:41554
969,000/2:27141
969.7/1:6700
97/32:8316
97)/1:15428
97,000/1:35790
97,070/1:16726
97,111,000/1:38185
97,600/1:14093
97-13/32/1:15348
97.0/2:5658
97.04/1:23985
97.05/1:7124
97.0p/1:40070
97.1/4:28818
97.169/1:26177
97.174/1:26176
97.189/1:26178
97.2/2:34293
97.21/1:7123
97.3/3:4059
97.4/2:16113
97.5/1:22458
97.625/1:16842
97.7-pct/1:20128
97.76/1:29947
97.8/1:42553
970/1:31492
970,000/4:21008
970,141/1:30652
970.1/1:31429
971/2:18152
971,000/1:19799
971.7/1:26754
972,794/1:25576
972,935/1:18850
973,400/1:41383
973,967/1:29634
975/2:26039
975,000/1:37768
975.8/1:12237
976/2:7808
976.50/1:15752
977,000/1:41486
977.2/1:12234
978/2:26859
978,000/3:16191
979,000/1:24182
98/21:5225
98,000/1:25323
98,050/2:35449
98,170/1:4136
98,20000/1:4183
98,338/1:10675
98,393/1:34560
98,600/1:38218
98,643,000/1:18937
98,740/1:29593
98,740)/1:14969
98-3/4/1:27347
98-5/32/1:9406
98.0/1:28909
98.05-06/1:7768
98.1/1:26755
98.10/1:14822
98.2/3:5362
98.3/6:8031
98.392/1:11810
98.4/2:33586
98.401/1:11808
98.5/2:3190
98.574/1:26174
98.577/1:26173
98.582/1:26175
98.6/1:31034
98.7/5:9016
98.8/4:3758
98.83/1:22111
98.9/2:23536
980,000/5:8581
981.1/2:6697
982,000/2:9067
982,779/1:39590
982.5/1:11358
983,000/3:18984
983.3/1:39025
983.6/2:25048
984,960/1:21649
985/8:7134
985,000/1:28251
986,000/3:34574
987/1:15102
987,000/1:16155
987,860/1:34033
987.2/1:35531
988/1:41263
988,000/2:35749
988.2/2:3747
989.5/1:1998
99/25:4155
99,000/9:10973
99,209/1:1747
99,254/1:9917
99,706/1:15154
99-16/32/1:24767
99-28/32/1:36207
99-3/4/1:25022
99-6/32/1:28208
99-year/1:24658
99.0/2:6265
99.10/1:13910
99.19/1:40410
99.2/2:37158
99.28/2:15356
99.3/3:32350
99.36/2:29953
99.4/3:4793
99.48438/1:24931
99.5/3:12702
99.50/1:6101
99.51563/1:24930
99.7/4:3430
99.70/1:6095
99.8/3:15515
99.80/2:10331
99.9/7:10152
99.99/1:26015
99.995/1:26457
990/1:11195
990,000/4:727
990.5/1:23181
991,000/1:36792
992/1:24120
992,000/1:20038
992,760/1:21650
992.9/1:34930
993,000/3:24789
993,156/1:38815
994,000/2:29351
995/1:206
995,000/2:23654
995.6/1:11225
996,000/2:20222
996.15/1:10371
996.2/1:42108
996.4/1:28976
997/1:33773
997,000/2:21531
997.00/1:15770
997.1/1:19253
998,000/2:19319
998,764/1:15132
998.4/1:41174
998.8/1:40078
999/1:35331
999,000/1:36643
999.3/1:26480
9p/3:25756
9th/1:13185
[girv.vi]/1:14177
[olbv.vi]/2:35132
a/4575:54
a-1/1:8458
a-2/1:38493
a-3/1:25637
a-h/1:14675
a.e/3:15173
a.g/1:14184
a.g./1:41725
a.h/2:12080
a.m/1:21448
a.n/1:34496
a.n.d.a/1:38233
a.n.r/1:41044
a.w/2:32819
a/c/1:14664
a/s/3:18996
a/s>/3:11027
a14-8-89-3/1:36295
a340/1:19222
aa/3:15781
aa-minu/1:8460
aa-plus/1:32410
aaa/2:8464
aachen/1:6717
aancor/1:22212
aap/1:36174
aar/1:39039
aarnoud/1:10762
aaron/2:32011
ab/38:837
ab>/11:7356
ababa/1:32465
abal-khail/1:31224
abandon/27:2864
abandoned/1:41827
abandoned./1:22135
abastecimento/2:29150
abastecimiento/1:17127
abat/3:6468
abated/2:6605
abattoir/1:25931
abba/2:40047
abbenhaus/1:13471
abbett/1:27461
abbey/2:37469
abbrevi/1:32510
abdel-jabbar/1:39380
abdel-rahim/1:39381
abdel-shakour/1:40333
abdelaziz/2:34004
abdul/2:26625
abdul-aziz/1:23256
abdul-karim/1:33901
abdul-rahim/2:39375
abdulaziz/2:31226
abdullah/1:6562
abe/1:16516
abercrombi/1:33845
aberr/3:28849
abex/2:32855
abf/1:35630
abid/15:3465
abidjan/1:4798
abidjan-bas/1:21295
abil/51:5303
abilen/1:29754
abilene/1:29756
ability/2:16220
ability./1:28873
abl/112:495
ablaz/1:33188
abm/2:25722
abn/2:4360
abnorm/3:5320
aboard/1:24878
abolish/15:6411
abolished/3:6426
abolit/5:17207
aboout/1:22034
abort/4:15876
about/1341:703
about,/2:11842
about-fac/1:23298
about-face/1:36898
about./1:37665
abov/239:1314
above/6:13043
above-ment/1:17655
above-norm/1:33848
above-target/1:20084
abraham/2:10477
abrassuco/1:36978
abrassuco)/1:27869
abroad/56:2177
abroad./2:20107
abrog/2:6907
abrupt/3:18823
absenc/17:3270
absent/2:25101
absolut/18:12372
absolv/1:29640
absorb/27:2280
absorbed/1:23979
absorpt/1:37011
abstain/1:38965
absurd/2:36203
abu/3:33898
abund/9:9175
abus/6:1026
abusing/1:12720
ac/2:21236
academ/1:1561
academi/3:34210
academics/1:4401
acccord/1:9168
acccount/1:7770
acceler/40:4511
accelerated/1:40136
accelerating/2:6759
acceleration/1:34860
acceller/1:30241
accent/1:29927
accentu/5:7772
accept/205:1832
acceptable/3:10591
acceptable./1:33090
acceptance/2:4940
acceptances/9:2376
accepted/11:12226
access/62:453
accession/1:10912
accessori/2:28824
accessories/2:13643
accid/14:7450
accident/6:17274
accidents/1:41743
accler/1:30969
accommod/8:3237
accommodation/1:33437
accomod/2:32622
accomodations/1:41431
accompani/22:3488
accomplish/8:21179
accomplishments/1:13948
accomplishments,/1:26309
accord/398:1558
accord,/2:6328
accord./1:14431
accordingly/10:9061
accords/3:10169
account/385:748
account,/1:26581
accountants/1:12376
accounting/4:8323
accounts/20:7910
accounts,/3:19146
accredit/1:9979
accru/18:8915
accruabl/1:38582
accrual/4:7727
accruals/1:37854
accrued/1:37173
accu/3:5981
accu-weath/4:4755
accumul/32:1931
accumulate/1:40099
accur/11:10196
accuracy/1:14884
accuracy,/1:37924
accuray/2:8103
accus/22:2698
acetaminophen/1:32026
achiev/87:2732
achieve./1:38517
achieved/5:10609
achieved./1:36864
achievement,/2:37368
achieving/1:21592
achmad/1:33158
aci/1:9374
acico/1:29152
acid/12:13631
acid./1:17852
acit/1:40659
acivities/1:42049
acknowledg/23:6459
acknowleg/1:11334
acm/3:19431
acme-cleveland/1:13514
acmex/1:30002
acquah/1:31304
acquaint/1:34526
acquiesc/1:11626
acquir/600:250
acquire/2:29065
acquire./1:12154
acquired/5:8185
acquirers/2:35953
acquiring/2:29048
acquisit/478:704
acquisition/55:1354
acquisition)/1:29051
acquisition,/3:25192
acquisition./1:16224
acquisitions/27:5149
acquisitions,/1:41191
acquisitioon/1:32270
acquisititon/1:30618
acquisiton/2:24837
acquist/1:35647
acquistion/1:17407
acqur/2:14444
acqusit/3:5027
acqust/1:34794
acquyir/1:33591
acr/40:1603
acre/6:26029
acreag/39:3775
acreage/9:5697
acreage,/3:5706
acreages/1:42523
acreas/1:25911
acres/15:5682
acrimoni/1:18418
across/29:1058
across-th/1:23799
across-the-board/2:11959
acryl/2:32025
act/131:491
act,/3:10436
act./1:11844
acting/1:24056
action/284:497
action,/5:6934
action./3:18830
actions/6:16634
actions./2:4820
actit/1:33974
actitivi/1:32197
activ/183:2517
activator/1:32800
active/2:6124
activities/29:2636
activity/29:4613
activity,/2:26868
acton/1:11075
actual/79:1682
actuarial/1:10454
acuir/1:27048
acuisit/1:24836
acuqir/1:17571
acuqisit/1:19349
acut/2:21875
acute/1:37477
ad/395:650
adam/7:10407
adamantli/2:31132
adams-russel/2:17111
adana/1:24959
adapingth/1:33879
adapt/11:6341
adc/1:10105
add/102:2612
add-ne/1:40363
added/423:933
added,/1:32307
added-valu/1:30985
added."if/2:38710
added.(add/1:20914
addi/1:32464
adding/10:10566
addit/294:251
addition/97:1406
additionally/6:8763
additivi/1:42914
address/33:3291
addresses/1:26242
addressograph/1:39703
adds/3:23021
adebayo/1:32467
adedeji/1:32468
adelaid/3:10042
ademco/1:29911
adequ/31:7865
adequaci/5:12601
adequacy/1:20334
adequate/1:9506
adequate,/1:12768
adequately/1:31121
adher/18:6786
adherence/1:25426
adhes/8:13644
adhesives/2:33805
adjac/6:16611
adjoin/3:19943
adjourn/14:6058
adjourned/2:7557
adjusments/1:33581
adjust/296:330
adjustable-r/1:17583
adjusted/25:3637
adjusted,/1:7651
adjustm/1:27094
adjustment/12:4562
adjustment./1:30544
adjustments/13:13921
adkerson/1:39566
adler/1:39238
adm/5:4096
adm/growmark/1:40663
admac/1:35350
admininistr/1:37256
administ/6:11303
administered/1:35961
administr/170:3460
administration/54:4480
administration,/2:3947
administration-back/1:32593
administration./1:13949
administrator/2:7144
adminsitr/1:19372
adminstr/1:26484
adminstration/2:42364
admir/5:24883
admiralti/3:39763
admiss/6:4494
admit/11:2974
admitted/2:8473
adnan/1:38668
adob/4:32352
adobe/1:32904
adopt/93:3120
adopted/3:26147
adourn/2:15358
adr/3:5106
adriat/1:14553
ads/2:29130
adsteam/2:10041
adsteam,/1:10053
adtec/1:36452
advanc/107:1074
advance/5:4745
advanced/4:11134
advanced,/1:21072
advances/5:16521
advancing/1:14780
advantag/46:7317
advantage/2:4407
advantage,/1:29913
advantage./1:28305
advantageous/2:19459
advantageous./1:32681
adventist/1:37683
adventur/1:2388
adventure/1:2395
advers/46:2313
adverseri/1:26317
advertis/17:8970
advertisement/13:13217
advertisers/1:35734
advic/8:10185
advice/2:16828
advis/74:2462
advisable/1:24138
adviser/9:9188
advisers/10:9690
advisor/26:2461
advisori/24:4516
advisors/6:17485
advo/1:25800
advo-system/1:25797
advoc/13:1008
advocate/2:33034
advsior/1:42159
aec/1:9335
aeg/1:12801
aegean/11:4816
ael/1:9069
aep/1:30201
aequitron/2:22538
aerial/2:19516
aero/4:14729
aerojet/3:9697
aeronaut/1:15640
aeronautics/1:33973
aeroperu/1:34182
aerosol/2:15643
aerosols/1:15637
aerospac/28:2921
aerospace/2:26999
aerotech/1:28952
aetna/2:22449
afbf/1:24736
affadavit/1:14498
affair/46:9825
affairs/9:6930
affandi/1:33159
affect/184:2314
affected/15:5386
affected,/2:28894
affili/92:5601
affiliate/13:4412
affiliated/1:37955
affiliates/5:8916
affiliation/1:36699
affineri/2:16552
affirm/4:1411
afflict/1:7267
afford/15:7097
afg/23:6828
afl-cio/2:31921
afloat/1:38921
afloat,/1:9258
afobaka/1:34063
afobakka/1:33205
afraid/1:24907
afrcian/1:8750
afresh/1:30222
africa/78:4646
africa)/3:22587
africa,/1:18048
africa./2:16152
africa/europ/1:25952
africa/salvador/1:14600
african/62:3552
after/990:234
after-effect/1:26989
after-tax/30:1181
after-tax-cash/1:27984
aftermath/1:37463
afternoon/67:1387
afterward/2:18687
afterwards/1:15924
afterwhich/1:31107
ag/105:4313
ag>/19:6714
aga/1:38548
again/128:66
again,/12:11172
again-montagu/1:36078
again./2:35481
again../1:1555
again...to/1:4272
against/703:60
agcni/1:39373
age/11:11510
agenc/176:564
agencies/15:3108
agency/32:4210
agency>/1:36723
agenda/23:8258
agenda./1:10445
agengi/1:16100
agent/18:8971
agents/5:4663
agfa-gevaert/1:27083
aggrav/12:5743
aggreg/33:3254
aggregate/6:21643
aggregates/4:18143
aggress/40:4539
aggressive/2:28394
aggressively,/1:16244
aggressor/2:4808
agile/1:29930
agip/4:16811
agl/1:18521
agnew/1:3586
ago/270:341
ago,/5:22031
ago-usda/1:18784
ago./3:17632
agpm/2:13688
agr/1:33390
agre/588:1166
agredd/1:29249
agree/2:20992
agree,/1:5194
agreed/10:6499
agreed-upon/1:42577
agreeeement/1:21133
agreeement/3:3333
agreem/1:10435
agreemat/1:32073
agreement/774:413
agreement,/17:6641
agreement./3:6245
agreement../1:34897
agreement.../1:20937
agreements/61:1238
agreements,/1:32427
agreements./2:4844
agreemn/1:30757
agress/2:14195
agri/2:13463
agrianalysi/1:31080
agrianalysis/1:12524
agribusi/5:13806
agrico/2:19915
agricol/1:33307
agricola/3:31980
agricole/1:33315
agricole>/1:33311
agricoles)/1:2143
agricultur/413:637
agriculture/28:9169
agriculture,/4:22933
agriindustri/1:40666
agrio/3:24968
agriproduct/2:35756
agritech/1:18553
agro-economist/1:24980
agro-food/1:33972
agro-industri/4:28299
agronom/1:20036
agronomist/2:13448
aground/4:21337
agrument/1:24707
aguarico/2:23945
aguilar/1:36485
ahead/107:1537
ahead,/4:13507
ahead./2:1955
ahlsel/1:28473
ahm/9:31196
ahmanson/1:41026
ahold/1:25898
ai/2:25660
aic/1:28514
aice/1:28511
aid/123:984
aide/1:16816
aides/1:7612
aids/6:9043
aids-rel/3:23089
ail/10:7184
aileen/1:30843
aim/160:1254
aims./2:10389
air/77:4822
air,/2:30688
air-mov/2:20176
airborn/1:40895
airbu/5:11513
airbus/1:37939
aircal/2:9370
aircal--a/1:9376
airco/1:24098
aircraft/37:3542
airdrom/1:22726
airdrome/1:22727
aires/5:14526
airfram/1:38073
airfreight/1:3737
airlin/63:9371
airline/14:10404
airlines/11:11515
airlines,/1:21180
airlines./1:36292
airlines>/1:12880
airmot/1:22094
airplan/2:13192
airport/20:9391
airtight/1:20921
airway/12:21432
airways/2:18426
aiway/1:29800
aizawa/1:26408
ajinomoto/3:12918
akbar/2:40213
akiman/1:39276
akron/7:25340
akzo/5:10018
akzo-dupont/1:37884
al/7:17564
al-aam/2:39878
al-anba/1:34533
al-asadi/1:39382
al-awsat/1:41618
al-azzawi/1:38670
al-bukhoosh/1:41427
al-chalabi/2:34014
al-chalaby/1:39610
al-dakhil/1:6563
al-ittihad/1:38657
al-khalifa/6:22943
al-khatib/1:27727
al-nahayan/1:26435
al-oteiba/1:26437
al-qaba/3:22945
al-rai/2:39877
al-rifa'i/1:31321
al-sabah/6:22944
al-salim/2:31227
al-shaheen/1:40467
al-sharq/1:41617
al-tayer/2:33897
al-thani/1:23258
al-wattari/2:34005
al-zubedei/1:39386
al-zubeidi/1:39385
ala/1:24777
ala./2:18896
alabama/9:5393
alain/2:5921
alameda/1:1123
alamo/1:36737
alan/18:5242
alarm/8:6917
alaska/15:8517
alaskan/7:1518
alatenn/1:21146
albani/2:25853
albania/1:27620
albany/2:35930
albany/tupelo/1:12353
albeit/3:34677
alberston/1:36885
albert/9:10380
alberta/18:2933
alberta-bas/1:21211
albertan/1:32291
alberto/1:14075
albertson/2:36694
alc/2:39582
alcad/1:32748
alcan/8:4232
alcasa/1:9613
alco/1:39068
alcoa/4:28075
alcohol/7:2819
alcoma/1:23055
alcudiai/1:2765
alden/2:36981
aldershot/1:31846
aldo/1:23494
ale/1:36590
aleg/1:23906
alejandro/6:6589
alert/9:4843
alert,/1:4826
alex/5:7689
alexand/3:18658
alexander/2:40779
alexandria/3:22308
alexei/1:34613
alfa/2:25167
alfalfa/2:19277
alfaro/1:37317
alfin/1:24593
alfr/8:3208
alfred/1:14425
alfredo/1:37329
algeciras/1:42756
algemen/5:4359
algeria/28:5133
algeria-usda/1:5128
algeria......(3/1)........120.................130.........../1:18074
algerian/9:7521
algier/2:20980
algoma/1:34850
algona/1:19542
ali/8:20499
alic/4:7238
alick/1:20820
alien/2:19612
aliens/1:19628
align/6:14297
alik/2:30424
alike/1:36920
alitalia/2:38649
aliv/3:22529
alkan/1:27534
all/722:159
all,/7:22939
all-cash/4:17093
all-destin/1:10730
all-new/2:37614
all-parti/1:27635
all-saudi/1:28492
all-star/2:10635
all-suit/1:34140
all-tim/4:7822
all-year-round/1:40360
all./4:6784
all.../1:39740
allan/8:4596
allay/1:21874
alleg/51:2837
alleged/1:32921
allegedli/3:6237
alleges/2:20026
alleghani/7:29201
alleghany/1:39635
allegheney/1:29639
allegheni/21:5279
allegheny/5:8167
alleghney/1:29638
allegi/3:11361
allen/13:14145
allen-bradley/1:19341
allend/1:35969
allentown/1:31977
allergan/1:32792
allevi/8:11
alli/32:1820
allianc/9:5746
alliance/2:5200
allied/4:15215
allied-lyon/3:29768
allied-lyons/3:29777
allied-sign/8:11184
allied-signal/1:17482
allies/5:5759
allies./1:1962
allig/1:39234
allign/1:38316
allis/1:13430
allis-chalm/9:12889
allis-chalmers/5:13001
allison/3:35507
allmach/1:13801
alloc/44:850
allocated/1:13203
allocation/1:25381
allocations/3:12821
allot/5:7098
allow/292:810
allowance/4:9910
allowance--which/1:40433
allowances/1:28449
allowed./1:28614
allows/1:21691
alloy/9:9539
alloytek/1:40142
alltel/1:39004
alltest/1:27318
allwast/3:17373
allwaste/1:33671
almaden/3:17722
almenara/1:34190
almi/2:28980
almir/8:22813
almost/107:98
aloett/1:8014
aloha/3:16125
alon/33:6911
alone/8:7648
alone,/1:30888
alone./2:13457
along/75:1003
along./1:29175
alongsid/3:6098
alongside/1:26377
alot/1:42180
alp/1:21509
alp)/2:21508
alpha/5:10536
alpin/2:27145
alpine/1:27148
alreadi/297:387
already/3:24939
already,/2:25941
already-weak/1:17026
already./1:28017
alsacienn/1:22556
also/1333:157
alsthom/2:10429
alsthom>/2:10142
alter/24:7756
alterations/1:21069
altern/79:5235
alternaitcv/1:40125
alternative/5:4237
alternative./1:19705
alternatively/3:21165
alternatives/14:9752
alternatives--whil/1:26146
alternatives./1:29049
alternatives../1:31587
alternatives.../1:31273
altex/1:16900
although/204:22
altner/1:14848
altogeth/1:36874
altogether/2:7024
alton/2:19458
alton/granit/1:15037
altron/2:36532
alumina/7:9610
aluminimum/1:30155
aluminio/1:10994
aluminium/34:4121
aluminiumwerk/1:27531
aluminum/22:3380
alusuiss/7:30093
alusuisse/5:30138
alvaro/2:39364
alvit/9:22951
alvite/5:28313
alway/34:2737
alza/2:11706
am/47:5757
am/fm/1:9625
amadeu/1:38695
amadeus/1:38701
amalgam/13:5773
amalgamated/1:13502
amapa/1:29682
amarillo/2:19997
amarlo/1:42322
amass/1:32779
amauligak/1:37714
amax/1:30525
amaz/1:9214
amazed/1:39776
amazon/3:18328
amb/1:6721
ambank/1:3170
ambassador/19:5198
ambassadors/1:5745
amber/1:40129
ambit/2:23046
ambiti/6:3128
ambitious/2:3106
ambrit/4:33392
ambul/1:24500
amc/16:25265
amca/1:37588
amcast/3:32552
amcor/1:10343
amd/3:18740
amdec/1:38194
ame/3:11963
amen/2:30535
amend/52:2043
amended/1:35928
amendemnt/1:24869
amendment/6:8312
amendments/1:15469
amerada/4:1453
amerford/1:27703
ameriana/1:40191
america/127:1061
america(alcoa/1:16985
america,/2:15806
america./1:30319
america>/5:24102
american/393:715
american-aircal/1:9389
american-caught/1:38158
american-l/1:36367
american-mad/5:6252
americans/1:41736
americans,/1:10083
americantur/1:2386
americas/1:31352
americu/4:11743
amerihealth/1:32094
ameritech/1:35615
ameritrust/5:14242
ameron/3:8720
amertek/1:33530
ames/1:11971
amex/2:11775
amfac/1:9645
ami/4:23385
amic/2:10628
amicably/1:31866
amid/18:6018
amidst/1:23128
amin/1:41306
amlc/1:30054
amman/1:27723
ammar/1:24978
ammend/1:33746
ammonia/2:10502
ammunit/1:42047
ammunition/1:9849
amnesti/2:19614
amnount/1:41600
amoco/11:1481
among/202:1718
amongst/3:15960
amort/9:5085
amortis/4:10275
amoskeag/5:9080
amount/345:376
amount,/3:10321
amounts/11:2171
amour/1:35413
ampal-american/1:42039
amphenol/1:17473
ampl/9:10722
amplifi/1:22366
ampol/1:25599
amr/4:9375
amrep/1:22749
amro/2:4338
amselco/4:39232
amsol/1:13697
amsouth/1:36696
amsterdam/9:17162
amsterdam-rotterdam/1:4337
amstutz/17:11281
amt/6:6507
amtech/1:36442
amtorg/3:26384
amtron/1:24431
amus/9:350
amusements/5:373
amvestor/2:21243
amylum/2:7576
an/2049:91
ana/2:19937
anacomp/3:14119
anaheim/1:17457
analog/1:31903
analys/3:20300
analyses/1:10181
analysi/13:13464
analysis/4:20636
analyst/297:1296
analysts/64:999
analyt/4:7760
analytical/1:8807
analytichem/1:20634
analyz/7:5125
anamoli/1:23590
anatolia/1:21804
anatolian/6:6370
ancestor/1:12740
anchor/5:12625
anchorag/2:18196
and/4934:16
and...a/1:39454
and/or/10:10350
andean/3:26804
ander/1:8240
andersen/5:7979
anderson/5:22008
andersson/1:12886
andes/1:27749
andi/1:31083
andr/6:15890
andrea/6:4809
andrew/8:3046
andriessen/3:20331
androsch/3:14163
aneco/1:7911
anem/1:29924
anew/1:41881
angel/30:8343
angeles/7:12216
angeles-bas/3:9943
angelica/1:40172
anger/22:3974
angina/1:19160
angl/2:25129
anglia/2:16603
anglo/8:15848
anglo-dutch/2:29137
angola/3:10488
angri/2:6636
angrili/1:6236
angry/1:29314
angu/1:2594
anheuser-busch/1:39494
anhui/5:5426
ani/513:293
anim/24:4214
animal-born/1:6290
animals/3:19988
anita/3:20637
anitec/2:9440
anixt/1:21038
anixter/1:21043
anjalankoski/1:17414
ankara/6:4872
ann/7:12491
annal/1:36055
annesley/2:23754
annex/1:36964
anniversari/8:21521
anniversary/1:37425
annnounc/1:6383
annouc/2:19706
announc/504:431
announced/35:6037
announced./1:37546
announcement/20:10304
announcement,/1:22378
announcment/1:13886
annoy/3:6909
annual/455:434
annualis/9:16389
annualised/1:26666
annually/10:2500
annuiti/2:22526
annuities/1:30299
annum/2:25765
anomali/2:28850
anonym/4:5942
anonymity/2:14885
anonymous/2:31342
anonymously/1:26254
anoth/302:1261
another/8:9241
anova/1:27183
anp/2:16984
ansbach/1:27295
answer/31:6384
antagonis/2:28600
antara/1:36043
anthoni/6:611
anthony/1:37063
anti-aircraft/1:41428
anti-apartheid/4:24794
anti-canc/1:17857
anti-cartel/1:7407
anti-communist/1:41494
anti-competit/1:25344
anti-competitive/1:27992
anti-copi/1:35256
anti-crisi/1:7076
anti-drought/1:39884
anti-dump/5:2850
anti-ec/1:31216
anti-govern/2:34062
anti-greenmail/1:35719
anti-infl/6:1701
anti-japanes/1:10600
anti-protection/1:11560
anti-ship/10:18434
anti-takeov/4:23583
anti-trust/3:22536
